qosItems_LA,qosItems_PLLP,qosItems_PLRP,qosItems_JI,qosItems_ST,qosItems_LCT,qosItems_RCT,qosItems_MT,qosItems_UD,qosItems_NI,qosItems_TT,qosItems_TURN_TT,qosItems_IPR_Subnet_L2,qosItems_IPL_Subnet_L2,meanOpinionScore
18.0,0.0,0.0,2.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
15.0,0.0,0.39568192,2.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.99
21.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
0.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
16.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
7.0,0.0,0.0,,,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,
15.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
18.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
19.0,0.0,0.0,17.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.07
12.0,0.0,0.0,,,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,
30.0,0.0,1.889401,11.0,PCMU,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,3.59
48.0,0.0,0.6241813,5.0,PCMU,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.90.0,3.91
255.0,0.0,0.1312623,2.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.95
14.0,0.0,0.0,3.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.18
30.0,0.0,0.0,3.0,opus,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,4.18
15.0,0.0,1.1120867,10.0,opus,srflx,host,audio,Android,wlan,udp,,212.159.0,86.93.0,3.61
14.0,0.0,0.1505174,16.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.1
44.0,0.0,0.1356852,13.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,4.03
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,5.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
15.0,1.3216662,0.7022344,7.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,195.35.0,3.91
7.0,0.0,0.53571844,2.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.96
34.0,0.0,0.4960701,3.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.95
52.0,0.0,0.5703422,18.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,195.35.0,3.91
16.0,0.022531826,0.048449613,7.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.15
41.0,0.09687789,0.5820722,9.0,opus,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,3.87
6.0,0.0,0.45268852,3.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.95
17.0,0.0,0.003771877,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
21.0,0.24469821,0.23348899,2.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,84.29.0,4.03
0.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
0.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
0.0,0.0,0.0,0.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
55.0,0.0,0.4798376,3.0,PCMA,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.90.0,3.95
18.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
60.0,0.0,0.9608785,17.0,PCMA,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.90.0,3.8
1.0,0.0,0.0,0.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,5.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
12.0,0.06598918,0.0011064762,4.0,opus,srflx,srflx,audio,Win32,lan,udp,,77.164.0,185.149.0,4.18
12.0,0.0011064884,0.06599208,1.0,opus,relay,relay,audio,iOS,wlan,udp,tcp,34.90.0,34.90.0,4.15
16.0,0.097943194,0.0,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
8.0,0.0,0.9467842,3.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.69
28.0,0.0,1.5120246,6.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,84.105.0,3.7
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
16.0,0.0,0.0,2.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
19.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
15.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.1
27.0,0.13783352,1.3728821,3.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,83.85.0,3.73
17.0,0.0,0.0,0.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
66.0,0.0,0.83102494,13.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.84
76.0,0.0,1.1936339,17.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,84.105.0,3.74
16.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
58.0,0.0,0.4235833,2.0,PCMU,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,3.96
16.0,0.0,0.0,2.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
18.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
49.0,0.0,0.0,0.0,PCMU,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,4.08
54.0,0.18000327,4.080861,2.0,PCMU,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,3.1
17.0,0.0,0.0,1.0,G722,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,3.83
1.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
0.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
39.0,0.0,0.0,3.0,PCMA,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,4.08
147.0,0.0,0.0,,,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,0.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,5.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
0.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
0.0,0.0,0.0,6.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
0.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
19.0,0.0,0.0021617883,2.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
7.0,0.0,0.0,,,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,
2.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,5.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
14.0,0.0,0.40711087,3.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.99
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
17.0,0.062076457,0.1534213,34.0,opus,srflx,relay,audio,iOS,wlan,udp,,34.90.0,84.83.0,4.09
16.0,0.15342423,0.06209091,28.0,opus,relay,srflx,audio,iOS,wlan,udp,tls,84.83.0,34.90.0,4.14
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
0.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
15.0,0.0,0.28490028,16.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.03
36.0,0.0,1.7538265,2.0,opus,srflx,host,audio,Android,wlan,udp,,212.159.0,84.24.0,3.32
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
61.0,0.033530794,0.7828226,5.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.86
16.0,0.0,0.0,2.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
36.0,0.0,4.264578,7.0,opus,srflx,host,audio,Android,wlan,udp,,212.159.0,84.24.0,2.53
7.0,0.0,0.375,19.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.98
27.0,0.0,0.0,1.0,PCMA,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.77.0,
35.0,0.0,1.9054599,20.0,PCMU,srflx,host,audio,Android,wlan,udp,,212.159.0,84.24.0,3.58
51.0,0.0,0.6203294,11.0,PCMA,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,3.9
30.0,0.0,2.0632737,13.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,84.24.0,3.55
17.0,0.0,0.004486317,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
54.0,0.022433596,0.69440615,4.0,opus,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.90.0,3.81
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
16.0,0.0,0.0,8.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.08
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
18.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
42.0,0.0,0.36310822,19.0,PCMA,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,3.97
17.0,0.0,0.4137018,1.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.99
34.0,0.0,0.0,1.0,opus,relay,srflx,audio,Android,wwan,udp,udp,185.149.0,34.77.0,4.18
31.0,0.0,0.0,2.0,opus,relay,prflx,audio,Win32,lan,udp,udp,NA.0,34.77.0,4.18
0.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,0.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
1.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
16.0,0.0,0.0,2.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
22.0,0.0,0.0,0.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,4.18
17.0,0.0,0.0,0.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
6.0,0.0,0.27797082,2.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,4.04
5.0,0.0,0.00040119395,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
15.0,0.0,0.09013069,13.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.06
5.0,0.0,0.0,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
8.0,0.0,0.22412708,5.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,4.04
57.0,0.0,0.0,0.0,PCMA,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,4.07
58.0,0.0,0.0,,,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,
50.0,0.0,0.260254,3.0,PCMA,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.90.0,4.01
46.0,0.0,0.4650605,7.0,opus,host,host,audio,iOS,wlan,udp,,NA.0,NA.0,3.93
44.0,0.46504354,0.0,3.0,opus,host,host,audio,Android,wwan,udp,,NA.0,NA.0,4.18
15.0,0.0,0.0,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
39.0,0.025985274,0.34855556,10.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,86.89.0,3.99
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
24.0,0.0,0.5946135,16.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.92
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
21.0,0.0,0.0,,,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,
1.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,0.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
6.0,0.0,0.14669926,17.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,4.04
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
5.0,0.0,0.0,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
11.0,0.0,0.42105263,5.0,opus,srflx,srflx,audio,iOS,wlan,udp,,185.149.0,80.61.0,3.96
12.0,0.42105263,0.0,6.0,opus,srflx,srflx,audio,Win32,lan,udp,,80.61.0,185.149.0,4.18
16.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
22.0,0.0,0.0,3.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,4.18
17.0,0.0,0.16048546,12.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
28.0,0.16518997,1.5855,16.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,86.89.0,3.38
78.0,0.0,2.408377,17.0,PCMA,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.90.0,3.43
27.0,0.0,1.6701461,17.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.64
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
17.0,0.0,0.7793765,1.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.78
16.0,0.0,0.0,2.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
17.0,0.0,0.6888634,1.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.92
16.0,0.0,0.0,2.0,G722,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,3.83
17.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
66.0,0.023297353,0.38825905,2.0,PCMA,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,3.97
35.0,0.06560819,0.4986966,5.0,opus,relay,host,audio,iOS,wlan,udp,tls,212.159.0,34.77.0,3.91
79.0,0.079338096,0.31574792,4.0,opus,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,4.0
143.0,0.0,0.0,2.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,4.16
6.0,0.0,0.47519034,3.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.94
16.0,0.16765338,0.44451898,6.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,86.89.0,3.95
18.0,0.0,0.0,12.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
25.0,0.0,0.0,,,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,
19.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
6.0,0.0,0.42123,22.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.97
8.0,0.0,0.0,,,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,
17.0,0.0,0.0,2.0,G722,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,3.83
18.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
5.0,0.0,0.0,,VP8,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,2.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
7.0,0.0,0.0,0.0,G722,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.84
36.0,0.0,0.0,3.0,opus,prflx,relay,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
41.0,0.0,0.0,2.0,opus,relay,prflx,audio,Android,wwan,udp,udp,185.149.0,34.90.0,4.18
59.0,0.0,0.41322315,13.0,PCMA,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,3.95
17.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
40.0,0.11733646,0.25024062,4.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,4.01
42.0,0.0,0.0,3.0,opus,srflx,relay,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
52.0,0.0,0.0,5.0,opus,relay,srflx,audio,Android,wwan,udp,udp,185.149.0,34.77.0,4.17
23.0,0.0,0.0,4.0,opus,srflx,srflx,audio,Win32,lan,udp,,77.249.0,185.149.0,4.18
47.0,0.0,0.0,3.0,opus,srflx,srflx,audio,Android,wlan,udp,,185.149.0,77.249.0,4.17
16.0,0.0,0.0,0.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
18.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
67.0,0.0,0.04784689,2.0,PCMU,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.90.0,4.05
15.0,0.0,0.568692,2.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.95
5.0,0.0,0.0,2.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,3.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
17.0,0.0,0.0,14.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,
16.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.3120125,5.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.02
41.0,0.30940595,16.284584,19.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,86.89.0,1.5
16.0,1.7964072,0.0,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,77.168.0,185.149.0,4.18
21.0,0.0,1.8181819,8.0,opus,srflx,srflx,audio,Android,wlan,udp,,185.149.0,77.168.0,3.29
14.0,0.456621,0.0,,VP8,srflx,srflx,video,Win32,lan,udp,,77.168.0,185.149.0,
8.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Android,wlan,udp,,185.149.0,77.168.0,4.19
21.0,0.0,0.0,11.0,opus,srflx,srflx,audio,Win32,lan,udp,,77.168.0,185.149.0,
48.0,0.0,0.4830918,,VP8,srflx,srflx,video,Android,wlan,udp,,185.149.0,77.168.0,
105.0,0.0,0.0,,,srflx,srflx,video,Android,wlan,udp,,185.149.0,77.168.0,
68.0,0.0,0.0,13.0,opus,srflx,srflx,audio,Win32,lan,udp,,77.168.0,185.149.0,4.17
69.0,0.0,0.0,,VP8,srflx,srflx,video,Win32,lan,udp,,77.168.0,185.149.0,
106.0,0.0,0.0,18.0,opus,srflx,srflx,audio,Android,wlan,udp,,185.149.0,77.168.0,4.16
94.0,0.0,0.0,0.0,opus,srflx,relay,audio,Android,wlan,udp,,34.90.0,77.168.0,4.17
56.0,0.0,0.0,23.0,opus,srflx,srflx,audio,Win32,lan,udp,,77.168.0,185.149.0,4.17
16.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
50.0,0.0,0.0,,VP8,relay,prflx,video,Win32,lan,udp,udp,NA.0,34.77.0,
50.0,0.0,0.0,5.0,opus,relay,prflx,audio,Win32,lan,udp,udp,NA.0,34.77.0,4.17
20.0,0.0,0.0,0.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,213.127.0,4.18
24.0,0.0,0.0,,VP8,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,213.127.0,
22.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,213.127.0,
48.0,0.0,0.0,,VP8,relay,prflx,video,Win32,lan,udp,udp,NA.0,34.77.0,
45.0,0.0,0.0,6.0,opus,relay,prflx,audio,Win32,lan,udp,udp,NA.0,34.77.0,4.17
1.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
0.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
46.0,0.0,0.0,3.0,opus,relay,prflx,audio,Win32,lan,udp,udp,NA.0,34.77.0,4.17
40.0,0.0,0.0,0.0,opus,relay,srflx,audio,Android,wwan,udp,udp,185.149.0,34.77.0,4.18
17.0,0.0,0.0,15.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.08
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
